"row ID","Age","Employment class","Fnlwgt","Education level","Education years","Marital status","Occupation","Relationship status","Race","Sex","Capital gain","Capital loss","Work hours per week","Native country","Salary","Prediction (Salary)"
"23717",26,"Private",238367,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"23718",37,"Private",172232,"HS-grad",9,"Divorced","Other-service","Not-in-family","Black","Female",0,0,30,"United-States",,"<=50K"
"23724",27,"Private",185670,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"23725",43,"Federal-gov",233851,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",,">50K"
"23729",23,"Private",38238,"Bachelors",13,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"23731",17,"Private",202344,"10th",6,"Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States",,"<=50K"
"23738",21,"Local-gov",102942,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,2001,40,"United-States",,"<=50K"
"23740",59,"Private",244554,"11th",7,"Divorced","Other-service","Not-in-family","Black","Female",0,0,35,"United-States",,"<=50K"
"23741",26,"Private",252565,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",,"<=50K"
"23744",35,"Private",65706,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"23752",39,"Private",36376,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"23754",22,"Private",246965,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,12,"United-States",,"<=50K"
"23757",25,"Private",456604,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"23758",26,"Private",223464,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",,">50K"
"23761",41,"Private",392167,"10th",6,"Divorced","Sales","Not-in-family","White","Male",0,0,48,"United-States",,"<=50K"
"23764",77,"Local-gov",177550,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",3818,0,14,"United-States",,"<=50K"
"23765",62,"Private",143312,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",0,0,60,"United-States",,"<=50K"
"23767",37,"Private",179088,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"23776",61,"Self-emp-not-inc",390472,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"23779",39,"Private",70240,"5th-6th",3,"Married-spouse-absent","Other-service","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Philippines",,"<=50K"
"23781",25,"Private",153841,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"23785",32,"Private",248584,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"23786",43,"Private",60001,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",,">50K"
"23789",20,"Private",186830,"HS-grad",9,"Never-married","Transport-moving","Other-relative","Black","Male",0,0,45,"United-States",,"<=50K"
"23792",40,"Private",307767,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"23796",20,"Private",68358,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,12,"United-States",,"<=50K"
"23805",25,"Private",570821,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"23809",22,"Private",208946,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"23817",39,"Local-gov",183620,"Some-college",10,"Never-married","Protective-serv","Not-in-family","Black","Female",0,0,40,"United-States",,"<=50K"
"23822",37,"Private",172694,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,50,"United-States",,"<=50K"
"23825",34,"State-gov",327902,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",,"<=50K"
"23826",35,"Private",438176,"Assoc-voc",11,"Never-married","Other-service","Not-in-family","White","Female",0,0,65,"United-States",,"<=50K"
"23832",34,"Private",156464,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,85,"England",,"<=50K"
"23838",40,"Self-emp-not-inc",282678,"Masters",14,"Separated","Exec-managerial","Unmarried","White","Female",0,0,20,"United-States",,">50K"
"23840",46,"Private",114797,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,36,"United-States",,"<=50K"
"23846",34,"Private",58305,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1573,40,"United-States",,"<=50K"
"23849",19,"Private",44797,"Some-college",10,"Never-married","Farming-fishing","Not-in-family","White","Female",0,0,15,"United-States",,"<=50K"
"23854",33,"Private",280923,"7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico",,"<=50K"
"23859",36,"Private",181705,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"23861",51,"Self-emp-not-inc",306784,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,30,"United-States",,"<=50K"
"23864",24,"Private",230229,"5th-6th",3,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"Mexico",,"<=50K"
"23867",35,"Private",263081,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,60,"United-States",,">50K"
"23869",36,"Private",115834,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Wife","White","Female",7298,0,55,"United-States",,">50K"
"23870",44,"Private",150076,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"United-States",,"<=50K"
"23871",49,"Self-emp-not-inc",148254,"HS-grad",9,"Divorced","Farming-fishing","Not-in-family","White","Female",0,0,28,"United-States",,"<=50K"
"23873",27,"Private",258768,"Bachelors",13,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States",,"<=50K"
"23874",35,"Private",287658,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Male",0,0,40,"United-States",,"<=50K"
"23876",49,"Private",31267,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"23881",24,"Private",163665,"Bachelors",13,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"23885",57,"Private",141570,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1977,40,"United-States",,">50K"
"23890",42,"Private",143342,"Some-college",10,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"23895",31,"Private",144949,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"23898",25,"Private",195481,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Other-relative","White","Male",0,0,40,"United-States",,"<=50K"
"23901",40,"Private",147206,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,">50K"
"23907",23,"Self-emp-not-inc",409230,"1st-4th",2,"Married-civ-spouse","Sales","Other-relative","White","Male",0,0,40,"United-States",,"<=50K"
"23917",57,"Local-gov",139452,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,16,"United-States",,"<=50K"
"23919",18,"Self-emp-not-inc",213024,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,30,"United-States",,"<=50K"
"23921",63,"Self-emp-not-inc",33487,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"23924",40,"Private",109969,"11th",7,"Divorced","Other-service","Other-relative","White","Female",0,0,20,"United-States",,"<=50K"
"23925",20,"Private",116830,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"23926",39,"Private",117166,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2635,0,40,"United-States",,"<=50K"
"23931",21,"Private",202214,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"23932",40,"Private",109762,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States",,"<=50K"
"23937",18,"Private",151150,"10th",6,"Never-married","Farming-fishing","Own-child","White","Male",0,0,27,"United-States",,"<=50K"
"23938",31,"Private",197689,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,38,"United-States",,"<=50K"
"23939",36,"Self-emp-inc",180477,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"23941",34,"Private",381153,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"23944",17,"Private",295991,"10th",6,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States",,"<=50K"
"23951",34,"Self-emp-inc",209538,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",,">50K"
"23955",32,"Private",155781,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"23959",43,"Private",117915,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"23962",31,"Private",703107,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States",,"<=50K"
"23963",34,"Private",62374,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,48,"United-States",,"<=50K"
"23970",40,"Federal-gov",544792,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"23985",42,"Private",42907,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,48,"United-States",,"<=50K"
"23987",42,"Private",127314,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States",,">50K"
"23989",70,"Private",184176,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,28,"United-States",,"<=50K"
"23991",51,"Private",183709,"Assoc-voc",11,"Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"23992",35,"Private",434114,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico",,"<=50K"
"23993",59,"Self-emp-not-inc",165315,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,43,"United-States",,">50K"
"23997",19,"Private",272063,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,35,"United-States",,"<=50K"
"23998",34,"Private",169564,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"24001",26,"Private",279145,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"24005",46,"State-gov",238648,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",7298,0,40,"United-States",,">50K"
"24006",47,"Private",166181,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,48,"United-States",,"<=50K"
"24008",43,"Private",156403,"10th",6,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"24024",63,"Local-gov",57674,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,48,"United-States",,">50K"
"24030",44,"Self-emp-not-inc",115896,"Assoc-voc",11,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"24038",80,"Self-emp-not-inc",132728,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,20,"United-States",,"<=50K"
"24039",31,"Private",195136,"Assoc-acdm",12,"Divorced","Other-service","Not-in-family","White","Female",0,0,32,"United-States",,"<=50K"
"24044",33,"Private",140206,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"24048",52,"Self-emp-not-inc",240013,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States",,"<=50K"
"24050",45,"Self-emp-not-inc",183710,"9th",5,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"24051",36,"Private",189382,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",,"<=50K"
"24052",52,"Private",380633,"5th-6th",3,"Widowed","Other-service","Unmarried","White","Female",0,0,40,"Mexico",,"<=50K"
"24053",54,"Private",53407,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"24059",36,"Self-emp-inc",487085,"7th-8th",4,"Never-married","Craft-repair","Unmarried","Black","Male",0,0,40,"United-States",,"<=50K"
"24060",22,"Private",174461,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States",,"<=50K"
"24062",71,"Private",77253,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,17,"United-States",,"<=50K"
"24069",39,"Federal-gov",30916,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",,">50K"
"24070",40,"Private",151294,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Female",0,0,48,"United-States",,"<=50K"
"24073",33,"Private",277455,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"24084",38,"Private",353263,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"Italy",,"<=50K"
"24086",44,"Private",207578,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",,">50K"
"24093",37,"Local-gov",223020,"Assoc-voc",11,"Never-married","Other-service","Unmarried","Black","Female",0,0,32,"United-States",,"<=50K"
"24098",72,"Self-emp-not-inc",473748,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United-States",,"<=50K"
"24099",45,"Federal-gov",71823,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,20,"United-States",,"<=50K"
"24100",30,"Local-gov",83066,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States",,"<=50K"
"24105",41,"Private",190885,"HS-grad",9,"Divorced","Priv-house-serv","Not-in-family","White","Female",0,0,40,"Guatemala",,"<=50K"
"24107",31,"State-gov",124020,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",,">50K"
"24110",58,"Self-emp-not-inc",193434,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,20,"United-States",,"<=50K"
"24112",55,"Private",98746,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"Canada",,">50K"
"24113",46,"Federal-gov",140664,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States",,">50K"
"24115",44,"Private",169980,"11th",7,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,60,"United-States",,"<=50K"
"24116",28,"State-gov",155397,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States",,"<=50K"
"24120",64,"Self-emp-not-inc",30664,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,"United-States",,"<=50K"
"24121",20,"Private",109952,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,25,"United-States",,"<=50K"
"24124",36,"Federal-gov",106297,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,">50K"
"24125",32,"Private",328060,"9th",5,"Separated","Other-service","Unmarried","Other","Female",0,0,40,"Mexico",,"<=50K"
"24129",40,"Private",208470,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"24130",44,"Private",172032,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,51,"United-States",,">50K"
"24138",29,"Private",184806,"Prof-school",15,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,50,"United-States",,"<=50K"
"24139",39,"Private",1455435,"Assoc-acdm",12,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"24141",37,"Private",278576,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States",,">50K"
"24144",44,"Private",136986,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",,">50K"
"24145",23,"Private",278107,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1573,30,"United-States",,"<=50K"
"24146",27,"Private",96219,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States",,"<=50K"
"24147",46,"Self-emp-not-inc",131091,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",,">50K"
"24148",58,"Private",205410,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"24149",36,"Private",416745,"Assoc-acdm",12,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,48,"United-States",,"<=50K"
"24152",41,"State-gov",108945,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Female",14344,0,40,"United-States",,">50K"
"24155",29,"Private",439263,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,35,"Peru",,"<=50K"
"24156",63,"Private",213095,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",,">50K"
"24160",42,"Private",139012,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Taiwan",,">50K"
"24171",52,"Private",155233,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"24177",24,"Private",235894,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"24178",71,"Self-emp-not-inc",172046,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"24179",20,"Self-emp-not-inc",197207,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,30,"United-States",,"<=50K"
"24185",22,"Private",59924,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"24187",51,"Private",95128,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"24188",46,"Private",292504,"Some-college",10,"Married-spouse-absent","Sales","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"24191",52,"State-gov",104280,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"24194",52,"Private",110748,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",,">50K"
"24197",33,"Private",267859,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Cuba",,">50K"
"24207",37,"Private",198841,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,">50K"
"24211",31,"Private",240771,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",4386,0,50,"United-States",,">50K"
"24213",20,"Private",88231,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"24227",45,"Private",168038,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,32,"United-States",,"<=50K"
"24229",64,"Private",126233,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"United-States",,"<=50K"
"24236",37,"Private",359001,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",15024,0,50,"United-States",,">50K"
"24243",27,"Private",91189,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"24246",44,"Self-emp-not-inc",216921,"10th",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,70,"United-States",,"<=50K"
"24248",41,"Private",324629,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Yugoslavia",,">50K"
"24250",29,"Private",160279,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States",,"<=50K"
"24253",29,"Private",148431,"Assoc-acdm",12,"Married-civ-spouse","Sales","Wife","Other","Female",7688,0,45,"United-States",,">50K"
"24263",31,"Private",159123,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",,">50K"
"24264",23,"Private",195532,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"24265",50,"Private",191299,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"24274",23,"State-gov",35633,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,50,"United-States",,"<=50K"
"24275",46,"Private",164749,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,">50K"
"24281",65,"Private",129426,"Some-college",10,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"24288",40,"Private",53727,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States",,"<=50K"
"24289",30,"Private",130021,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",2829,0,40,"United-States",,"<=50K"
"24294",20,"Private",133061,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"24297",39,"Private",63021,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",0,0,20,"United-States",,"<=50K"
"24299",33,"Local-gov",27959,"HS-grad",9,"Never-married","Other-service","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,"United-States",,"<=50K"
"24302",31,"State-gov",113129,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,65,"United-States",,"<=50K"
"24307",27,"Private",254500,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,36,"United-States",,"<=50K"
"24308",33,"Private",419895,"5th-6th",3,"Divorced","Handlers-cleaners","Unmarried","White","Male",0,0,40,"Mexico",,"<=50K"
"24310",27,"Private",160786,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",,"<=50K"
"24313",37,"Private",50837,"7th-8th",4,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States",,"<=50K"
"24317",24,"Private",183594,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Male",0,0,40,"United-States",,"<=50K"
"24321",38,"Private",39606,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",,"<=50K"
"24327",22,"Federal-gov",32950,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,37,"United-States",,"<=50K"
"24328",26,"Private",160445,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"24329",45,"Private",223999,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",0,1848,40,"United-States",,">50K"
"24335",43,"Federal-gov",92775,"Assoc-voc",11,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"24346",23,"Private",162228,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"24356",43,"Private",206833,"HS-grad",9,"Separated","Handlers-cleaners","Unmarried","Black","Female",0,0,45,"United-States",,"<=50K"
"24360",29,"Private",206351,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"24368",70,"Self-emp-not-inc",139889,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",2653,0,70,"United-States",,"<=50K"
"24369",27,"Private",104917,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"24370",32,"Local-gov",161478,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","Asian-Pac-Islander","Female",0,0,46,"United-States",,"<=50K"
"24373",18,"Private",238867,"11th",7,"Never-married","Handlers-cleaners","Own-child","White","Male",0,1602,40,"United-States",,"<=50K"
"24375",39,"State-gov",179668,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,70,"United-States",,"<=50K"
"24378",33,"Local-gov",368675,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"24381",34,"Private",90705,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1485,40,"United-States",,"<=50K"
"24383",35,"Private",140752,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,25,"United-States",,"<=50K"
"24388",51,"Local-gov",110327,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"24389",36,"Private",185607,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,30,"United-States",,"<=50K"
"24393",19,"Self-emp-inc",164658,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,60,"United-States",,"<=50K"
"24396",47,"Local-gov",97419,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States",,"<=50K"
"24397",49,"Self-emp-not-inc",208872,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1672,98,"United-States",,"<=50K"
"24398",32,"Private",205528,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"24399",28,"Self-emp-inc",146042,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",,"<=50K"
"24403",24,"Private",155913,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United-States",,">50K"
"24406",46,"Private",369538,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,">50K"
"24412",29,"Private",187073,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"24416",24,"Private",243368,"Preschool",1,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,36,"Mexico",,"<=50K"
"24418",24,"Private",117167,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,53,"United-States",,"<=50K"
"24422",19,"Local-gov",210308,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,1721,30,"United-States",,"<=50K"
"24427",34,"Private",243776,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States",,"<=50K"
"24429",24,"Self-emp-not-inc",204209,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,60,"United-States",,"<=50K"
"24431",34,"Self-emp-inc",174215,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",4787,0,45,"France",,">50K"
